학교ID,학교명,전화번호,설립유형,학생수,학생수남,학생수여,교원수,교원수남,교원수여,공시연도
B000003239,용두초등학교,062-605-7505,단설,1027,513,514,71,10,61,2025
B000003240,오치초등학교,062-250-0605,단설,141,81,60,20,4,16,2025
B000003241,광주서산초등학교,062-260-8806,단설,248,113,135,28,4,24,2025
B000003242,태봉초등학교,,단설,976,470,506,73,18,55,2025
B000003243,무등초등학교,062-260-3808,단설,233,124,109,29,3,26,2025
B000003244,대자초등학교,062-520-3103,단설,803,405,398,58,7,51,2025
B000003246,서일초등학교,062-570-5707,단설,379,207,172,35,5,30,2025
B000003247,일동초등학교,062-570-1005,단설,388,206,182,38,6,32,2025
B000003248,광주서림초등학교,062-520-8609,단설,411,225,186,36,5,31,2025
B000003249,광주효동초등학교,062-520-2807,단설,1146,565,581,72,11,61,2025
B000003250,광주중흥초등학교,062-612-9908,단설,386,211,175,30,8,22,2025
B000003251,두암초등학교,062-250-6691,단설,234,113,121,22,6,16,2025
B000003252,연제초등학교,062-605-9074,단설,993,499,494,70,7,63,2025
B000003253,광주북초등학교,062-717-1772,단설,66,44,22,13,2,11,2025
B000003254,광주동초등학교충효분교장,062-250-2720,부속,31,16,15,8,3,5,2025
B000003255,송학초등학교,,단설,46,26,20,13,3,10,2025
B000003256,금부초등학교,062-410-1788,단설,310,157,153,30,11,19,2025
B000003257,만호초등학교,062-370-0204,단설,876,464,412,58,6,52,2025
B000003258,풍암초등학교,,단설,487,232,255,37,4,33,2025
B000003259,운리초등학교,062-650-3802,단설,348,175,173,38,5,33,2025
B000003260,광주양동초등학교,,단설,134,73,61,18,6,12,2025
B000003261,주월초등학교,062-602-3894,단설,1229,686,543,83,8,75,2025
B000003262,광주화정초등학교,062-380-2774,단설,242,150,92,24,3,21,2025
B000003263,성진초등학교,062-602-5505,단설,310,150,160,29,4,25,2025
B000003264,유촌초등학교,,단설,492,235,257,35,7,28,2025
B000003266,광주상무초등학교,062-370-2880,단설,535,284,251,45,2,43,2025
B000003267,금호초등학교,062-370-7102,단설,154,85,69,23,5,18,2025
B000003268,마재초등학교,062-670-5281,단설,223,114,109,22,4,18,2025
B000003269,광주광천초등학교,062-360-6771,병설,460,242,218,43,7,36,2025
B000003270,계수초등학교,062-380-2100,단설,237,111,126,25,7,18,2025
B000003271,치평초등학교,062-370-5805,단설,384,186,198,32,6,26,2025
B000003272,운천초등학교,062-600-2773,단설,604,300,304,47,7,40,2025
B000003273,금당초등학교,062-670-6206,단설,159,71,88,20,3,17,2025
B000003274,신암초등학교,062-650-0673,단설,619,326,293,46,10,36,2025
B000003275,광주서초등학교,062-360-4170,단설,468,243,225,39,10,29,2025
B000003276,염주초등학교,062-380-1100,단설,444,241,203,35,5,30,2025
B000003277,화정남초등학교,,단설,932,499,433,67,4,63,2025
B000003278,화개초등학교,062-670-5105,단설,711,374,337,51,12,39,2025
B000003279,서광초등학교,062-370-1105,단설,421,214,207,41,4,37,2025
B000003280,광주극락초등학교,062-370-2605,단설,150,79,71,19,6,13,2025
B000003281,유덕초등학교,062-380-6505,단설,331,183,148,31,6,25,2025
B000003282,광주대성초등학교,062-650-3900,단설,453,246,207,40,5,35,2025
B000003283,광주학강초등학교,062-720-5309,단설,457,235,222,36,6,30,2025
B000003284,불로초등학교,062-650-1802,병설,1017,513,504,56,4,52,2025
B000003285,봉선초등학교,062-670-4190,단설,253,143,110,23,4,19,2025
B000003286,대촌중앙초등학교,380-7100,단설,375,178,197,33,14,19,2025
B000003287,무학초등학교,062-608-8372,단설,19,10,9,13,4,9,2025
B000003288,광주월산초등학교,062-720-3572,단설,284,128,156,29,6,23,2025
B000003289,광주농성초등학교,062-360-6508,단설,216,109,107,23,6,17,2025
B000003290,광주백운초등학교,062-670-9108,단설,495,260,235,42,3,39,2025
B000003291,광주봉주초등학교,062-650-6606,단설,327,168,159,33,9,24,2025
B000003292,진남초등학교,062-670-8702,단설,325,170,155,31,3,28,2025
B000003293,광주효덕초등학교,062-650-1109,단설,655,307,348,45,7,38,2025
B000003294,광주방림초등학교,062-670-7203,단설,491,247,244,42,8,34,2025
B000003295,유안초등학교,062-650-3707,단설,655,313,342,49,3,46,2025
B000003296,장산초등학교,062-650-2391,단설,572,295,277,41,9,32,2025
B000003297,광주제석초등학교,062-650-6705,단설,619,289,330,47,4,43,2025
B000003298,진제초등학교,062-717-3905,단설,456,226,230,34,7,27,2025
B000003299,진월초등학교,062-670-3102,단설,567,253,314,44,7,37,2025
B000003300,조봉초등학교,062-650-3500,단설,904,432,472,55,7,48,2025
B000003301,광주송원초등학교,,,549,275,274,23,11,12,2025
B000003302,광주삼육초등학교,062-230-3605,단설,546,275,271,22,7,15,2025
B000003303,선운초등학교,062-717-9307,병설,1271,645,626,91,20,71,2025
B000003304,송정서초등학교,,병설,381,213,168,31,12,19,2025
B000003305,어룡초등학교,062-949-2609,단설,712,365,347,55,7,48,2025
B000003306,송정중앙초등학교,062-949-6708,단설,338,185,153,29,8,21,2025
B000003308,산정초등학교,062-960-3507,단설,1171,612,559,76,17,59,2025
B000003309,대반초등학교,062-958-6801,단설,375,183,192,63,18,45,2025
B000003310,월곡초등학교,,단설,748,395,353,62,15,47,2025
B000003311,영천초등학교,062-958-5303,단설,279,152,127,38,10,28,2025
B000003312,하남초등학교,062-260-9409,단설,563,254,309,44,10,34,2025
B000003313,장덕초등학교,062-975-2306,단설,758,382,376,56,11,45,2025
B000003314,고실초등학교,062-950-9905,단설,873,433,440,67,10,57,2025
B000003315,비아초등학교,062-958-9903,단설,232,114,118,28,8,20,2025
B000003316,첨단초등학교,062-970-3803,단설,399,205,194,41,8,33,2025
B000003317,수완초등학교,062-960-9004,단설,1403,713,690,92,11,81,2025
B000003318,월봉초등학교,062-970-3674,단설,845,429,416,58,14,44,2025
B000003319,봉산초등학교,062-970-1872,단설,735,369,366,48,11,37,2025
B000003320,신창초등학교,062-958-7180,단설,999,498,501,72,18,54,2025
B000003321,수문초등학교,062-958-4206,단설,732,386,346,55,8,47,2025
B000003322,풍영초등학교,062-958-8891,단설,565,278,287,48,14,34,2025
B000003323,진만초등학교,062-958-5600,단설,358,173,185,34,11,23,2025
B000003324,큰별초등학교,062-960-2408,단설,865,439,426,61,12,49,2025
B000003325,선창초등학교,062-958-3284,단설,863,461,402,61,6,55,2025
B000003326,목련초등학교,062-958-5800,병설,116,66,50,17,7,10,2025
B000003327,운남초등학교,,단설,461,217,244,42,7,35,2025
B000003328,금구초등학교,062-958-6503,단설,363,175,188,33,6,27,2025
B000003329,임곡초등학교,062-720-3300,병설,27,11,16,12,1,11,2025
B000003330,본량초등학교,062-940-9509,단설,32,20,12,11,4,7,2025
B000003331,삼도초등학교,062-949-1511,단설,45,19,26,13,5,8,2025
B000003332,평동초등학교,062-949-3599,단설,122,61,61,17,4,13,2025
B000003333,동곡초등학교,,단설,71,35,36,12,4,8,2025
B000003334,도산초등학교,062-940-7105,단설,190,104,86,22,9,13,2025
B000003335,송정초등학교,062-949-3703,단설,487,262,225,41,14,27,2025
B000003337,송정동초등학교,062-949-2805,단설,361,206,155,30,10,20,2025
B000003338,어등초등학교,062-958-0905,병설,291,161,130,30,11,19,2025
B000003339,마지초등학교,062-958-7403,단설,618,329,289,48,14,34,2025
B000003340,미산초등학교,062-970-9606,단설,428,218,210,42,8,34,2025
B000003341,정암초등학교,062-970-4107,병설,502,246,256,40,8,32,2025
B000003342,월계초등학교,062-970-4809,단설,370,188,182,39,15,24,2025
B000003343,산월초등학교,062-970-4704,단설,122,64,58,17,5,12,2025
B000003344,하남중앙초등학교,062-958-9108,병설,241,125,116,32,13,19,2025
B000003345,성덕초등학교,062-717-4200,단설,936,478,458,69,16,53,2025
B000003346,대전천동초등학교,,단설,926,489,437,66,15,51,2025
B000003347,대전가오초등학교,042-281-7003,단설,554,258,296,47,4,43,2025
B000003348,대전흥룡초등학교,042-623-2645,단설,346,182,164,37,10,27,2025
B000003349,대전신흥초등학교,042-280-5603,단설,1079,595,484,69,8,61,2025
B000003350,대전대암초등학교,042-280-5203,단설,97,47,50,20,4,16,2025
B000003351,대전은어송초등학교,042-286-0834,병설,894,462,432,64,10,54,2025
B000003352,산내초등학교,,단설,458,239,219,46,8,38,2025
B000003353,산흥초등학교,042-274-7222,단설,46,29,17,12,3,9,2025
B000003354,동명초등학교,042-273-1271,병설,50,30,20,11,2,9,2025
B000003355,세천초등학교,042-281-3111,단설,46,32,14,10,2,8,2025
B000003356,동대전초등학교,,단설,455,237,218,45,3,42,2025
B000003357,대전가양초등학교,042-633-1984,단설,451,218,233,46,9,37,2025
B000003358,대전대동초등학교,042-282-8807,단설,259,127,132,31,2,29,2025
B000003359,대전삼성초등학교,,단설,129,66,63,22,6,16,2025
B000003360,대전동서초등학교,042-630-9003,단설,195,86,109,22,4,18,2025
B000003361,대전현암초등학교,042-623-3071,병설,129,62,67,17,1,16,2025
B000003362,대전성남초등학교,070-7602-8381,단설,336,192,144,39,3,36,2025
B000003363,대전대룡초등학교,0422829868,단설,296,154,142,30,4,26,2025
B000003364,대전용운초등학교,0422840995,단설,475,250,225,42,8,34,2025
B000003365,대전용전초등학교,042-627-8951,단설,572,307,265,50,10,40,2025
B000003366,대전자양초등학교,042-620-3806,단설,87,45,42,14,6,8,2025
B000003367,대전동광초등학교,,단설,121,61,60,16,1,15,2025
B000003368,대전판암초등학교,042-281-5209,단설,321,169,152,37,4,33,2025
B000003369,대전대신초등학교,042-253-3847,단설,48,33,15,13,5,8,2025
B000003370,대전중촌초등학교,0422566980300,단설,250,133,117,24,3,21,2025
B000003371,대전옥계초등학교,042-272-2666,단설,136,65,71,23,7,16,2025
B000003372,대전글꽃초등학교,042-250-4704,단설,852,458,394,59,15,44,2025
B000003373,대전원평초등학교,042-522-5982,단설,290,140,150,36,3,33,2025
B000003374,대전버드내초등학교,0425361870,단설,662,338,324,51,4,47,2025
B000003375,대전태평초등학교,042-530-7585,단설,476,233,243,44,2,42,2025
B000003376,대전문성초등학교,042-583-5343,단설,140,64,76,21,4,17,2025
B000003377,대전산성초등학교,042-581-0662,단설,389,195,194,38,4,34,2025
B000003378,산서초등학교,,단설,58,36,22,12,4,8,2025
B000003379,대전대흥초등학교,042-253-8396,단설,428,255,173,42,0,42,2025
B000003380,대전목양초등학교,,단설,667,340,327,52,10,42,2025
B000003381,대전목동초등학교,,단설,660,355,305,55,3,52,2025
B000003382,대전동문초등학교,042-337-3508,단설,217,122,95,24,11,13,2025
B000003383,대전대문초등학교,042-582-0713,단설,176,80,96,24,5,19,2025
B000003384,대전문화초등학교,042-583-4965,단설,213,105,108,27,7,20,2025
B000003385,대전보성초등학교,042-580-4580,단설,223,114,109,24,0,24,2025
B000003386,대전보운초등학교,042-253-8038,단설,124,65,59,18,1,17,2025
B000003387,대전문창초등학교,,단설,125,74,51,22,2,20,2025
B000003388,대전석교초등학교,0422716104,단설,187,106,81,22,1,21,2025
B000003389,대전선화초등학교,042-257-7507,단설,505,254,251,43,3,40,2025
B000003390,대전중앙초등학교,,단설,893,406,487,67,5,62,2025
B000003391,대전오류초등학교,,단설,265,125,140,31,4,27,2025
B000003392,서대전초등학교,042-253-6961,단설,252,121,131,37,5,32,2025
B000003393,대전유평초등학교,0425300673,단설,265,142,123,29,3,26,2025
B000003394,대전신평초등학교,042-534-4169,단설,357,171,186,38,1,37,2025
B000003395,대전성모초등학교,042-255-6145,단설,650,319,331,45,16,29,2025
B000003396,대전대화초등학교,,단설,115,67,48,24,12,12,2025
B000003397,대전대양초등학교,,단설,314,163,151,41,6,35,2025
B000003398,대전양지초등학교,042-634-8762,단설,214,106,108,25,5,20,2025
B000003399,대전법동초등학교,,단설,308,162,146,29,2,27,2025
B000003400,와동초등학교,042-627-6567,단설,182,90,92,25,2,23,2025
B000003401,장동초등학교,042-623-3004,단설,39,19,20,10,2,8,2025
B000003402,신탄진초등학교,042-366-3230,단설,310,161,149,36,2,34,2025
B000003403,대전목상초등학교,042-934-6317,단설,187,104,83,25,9,16,2025
B000003404,새일초등학교,,단설,168,86,82,22,4,18,2025
B000003405,대전중리초등학교,042-621-9444,단설,407,192,215,40,6,34,2025
B000003406,대전비래초등학교,042-639-6241,단설,247,120,127,32,5,27,2025
B000003407,대전매봉초등학교,042-620-6800,단설,505,255,250,38,7,31,2025
B000003408,대전송촌초등학교,,단설,582,297,285,51,2,49,2025
B000003409,신탄진용정초등학교,,단설,418,210,208,45,6,39,2025
B000003410,대전석봉초등학교,042-630-0470,단설,88,38,50,15,5,10,2025
B000003411,대전화정초등학교,042-627-6175,단설,184,94,90,23,4,19,2025
B000003412,대전동산초등학교,,단설,272,146,126,33,1,32,2025
B000003413,대전동도초등학교,042-620-6100,단설,87,46,41,14,3,11,2025
B000003414,회덕초등학교,042-632-7542,단설,132,71,61,19,8,11,2025
B000003415,대전중원초등학교,0427177230,단설,269,133,136,33,4,29,2025
B000003416,기성초등학교,042-585-4604,단설,43,22,21,13,5,8,2025
B000003417,대전수미초등학교,042-581-5400,단설,89,57,32,16,6,10,2025
B000003418,대전서원초등학교,042-488-0973,단설,606,311,295,47,3,44,2025
B000003419,대전둔원초등학교,042-534-5384,단설,572,299,273,52,2,50,2025
B000003420,대전갈마초등학교,042-486-0906,단설,282,145,137,33,3,30,2025
B000003421,대전내동초등학교,042-535-8793,단설,799,399,400,57,3,54,2025
B000003422,대전변동초등학교,,단설,192,101,91,25,1,24,2025
B000003423,대전백운초등학교,042-536-2101,단설,478,233,245,49,4,45,2025
B000003424,대전탄방초등학교,,단설,862,441,421,63,7,56,2025
B000003425,대전원앙초등학교,042-544-8673,단설,248,125,123,30,5,25,2025
B000003426,대전갑천초등학교,042-488-3322,단설,476,258,218,45,0,45,2025
B000003427,대전월평초등학교,,병설,122,68,54,19,4,15,2025
B000003428,대전도안초등학교,,단설,1009,517,492,68,5,63,2025
B000003429,대전샘머리초등학교,042-488-8455,병설,770,402,368,58,5,53,2025
B000003430,가수원초등학교,042-541-3582,단설,317,180,137,35,3,32,2025
B000003431,대전가장초등학교,042-527-7604,단설,592,332,260,51,4,47,2025
B000003432,대전봉산초등학교,042-580-7585,단설,423,213,210,39,1,38,2025
B000003433,대전선암초등학교,042-542-2224,단설,465,242,223,40,4,36,2025
B000003434,대전구봉초등학교,042-542-0193,병설,640,322,318,54,5,49,2025
B000003435,대전금동초등학교,042-542-3334,단설,691,347,344,49,3,46,2025
B000003436,대전관저초등학교,042-545-2675,단설,375,195,180,35,2,33,2025
B000003437,대전느리울초등학교,,단설,602,305,297,51,4,47,2025
B000003438,대전도마초등학교,042-532-5414,병설,506,261,245,44,4,40,2025
B000003439,대전유천초등학교,042-522-4604,단설,460,259,201,40,3,37,2025
B000003440,대전둔산초등학교,,단설,455,229,226,41,2,39,2025
B000003441,한밭초등학교,,단설,1621,862,759,74,7,67,2025
B000003442,대전만년초등학교,,단설,182,93,89,29,3,26,2025
B000003443,대전둔천초등학교,,단설,200,106,94,25,2,23,2025
B000003444,대전서부초등학교,042-535-1201,단설,459,237,222,45,4,41,2025
B000003445,대전복수초등학교,042-580-3107,단설,728,373,355,53,6,47,2025
B000003446,대전문정초등학교,042-486-0468,단설,496,248,248,37,1,36,2025
B000003447,대전삼천초등학교,042-486-0584,단설,633,320,313,49,6,43,2025
B000003448,대전성천초등학교,042-483-5026,단설,45,27,18,16,2,14,2025
B000003449,대전성룡초등학교,042-483-4252,단설,903,451,452,66,3,63,2025
B000003450,대전정림초등학교,042-585-0922,단설,495,272,223,43,8,35,2025
B000003451,대전신계초등학교,042-586-5869,단설,689,335,354,57,6,51,2025
B000003452,대전삼육초등학교,042-537-3674,단설,536,265,271,22,4,18,2025
B000003454,대전상원초등학교,042-824-8545,병설,797,403,394,55,4,51,2025
B000003455,대전계산초등학교,042-825-6185,병설,720,373,347,44,0,44,2025
B000003456,대전반석초등학교,042-824-0977,단설,1166,581,585,71,6,65,2025
B000003457,외삼초등학교,042-824-2240,단설,660,330,330,48,5,43,2025
B000003458,대전자운초등학교,042-862-6471,단설,362,179,183,43,6,37,2025
B000003459,대전교촌초등학교,042-540-1600,단설,312,163,149,34,2,32,2025
